conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/1031,leger en defensie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/1032,bescherming van personen en eigendom,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/1039,"beveiligingsdiensten, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/104,vervoersdiensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1041,vervoersdiensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/108,interdisciplinaire programma's en kwalificaties met betrekking tot diensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1088,interdisciplinaire programma's en kwalificaties met betrekking tot diensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/109,"diensten, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/1099,"diensten, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/99,veld onbekend,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/999,veld onbekend,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/9999,veld onbekend,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/skill/25a26ff6-af18-40b0-b2e2-cb58471015eb,waarden,waardes,,,2017-02-14T12:01:25Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",Beginselen of gedragsnormen waaruit blijkt wat iemand belangrijk vindt in het leven.,
SkillGroup,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,ICT-veiligheid,ICT-beveiliging,,,2017-02-28T15:49:35Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skill-ict-groups
http://data.europa.eu/esco/concept-scheme/skills","Bescherming van persoonsgegevens, gegevensbescherming, bescherming van digitale identiteit, beveiligingsmaatregelen, veilig en duurzaam gebruik.",
SkillGroup,http://data.europa.eu/esco/skill/4f663b30-1c49-4634-82e4-7e582b1551b7,toepassing van kennis,kennistoepassing,,,2017-02-15T10:34:44Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Algemene aspecten van vakgebonden vaardigheden die gewoonlijk worden gebruikt in de werk- en leeromgevingen, bijv. ICT, wiskunde; verwijst ook naar kennis van de organisatie en de werkomgeving.",
SkillGroup,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,digitale communicatie en samenwerking,digitaal communiceren en samenwerken,,,2017-02-28T15:48:21Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skill-ict-groups
http://data.europa.eu/esco/concept-scheme/skills","Communiceren in digitale omgevingen, middelen delen via online-instrumenten, verbinding leggen met anderen en samenwerken via digitale instrumenten, contacten onderhouden met en deelnemen aan gemeenschappen en netwerken, crosscultureel bewustzijn.",
SkillGroup,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,taal,,,,2017-01-23T10:19:52Z,,http://data.europa.eu/esco/concept-scheme/skills,"Vermogen om te communiceren door middel van lezen, schrijven, spreken en luisteren in de moedertaal en/of in een vreemde taal.",
SkillGroup,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,verwerking van digitale gegevens,"digitaledataverwerking
verwerking van digitale data
digitalegegevensverwerking",,,2017-02-28T15:47:32Z,,"http://data.europa.eu/esco/concept-scheme/skill-ict-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Digitale informatie in kaart brengen, lokaliseren, ophalen, opslaan, organiseren en analyseren, waarbij de relevantie en het doel ervan worden beoordeeld.",
SkillGroup,http://data.europa.eu/esco/skill/6e1ac650-52a8-40b8-b1fc-fc5e582882f3,gezondheid en veiligheid,,,,2017-02-14T09:50:53Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills",Kennis van en naleving van relevante regelgeving en procedures die bedoeld zijn om veilige en duurzame arbeidspraktijken voor zichzelf en anderen te waarborgen.,
SkillGroup,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91,probleemoplossing met ICT-instrumenten en hardware,problemen oplossen met ICT-instrumenten en hardware,,,2017-02-28T15:50:07Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skill-ict-groups","Digitale behoeften en hulpbronnen in kaart brengen, weloverwogen beslissingen nemen over de meest geschikte digitale instrumenten op basis van het beoogde doel of de behoefte, conceptuele problemen oplossen langs digitale weg, technologieën op een creatieve wijze inzetten, technische problemen oplossen, de eigen en andermans vaardigheden actualiseren.",
SkillGroup,http://data.europa.eu/esco/skill/7ee746cb-fded-47f5-9652-19ebebbce51b,transversale vaardigheden/competenties,,,,2017-01-23T10:19:52Z,,http://data.europa.eu/esco/concept-scheme/skills,,
SkillGroup,http://data.europa.eu/esco/skill/81c66e05-0b64-4cc5-8707-432f59fb6528,standpunten en waarden,"opvattingen en waarden
zienswijzen en waarden
attitudes en waarden",,,2017-02-14T12:01:25Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Individuele werkstijlen, voorkeuren en werkgerelateerde overtuigingen die bepalend zijn voor het gedrag, zodat de kennis en vaardigheden op doeltreffende wijze worden toegepast.",
SkillGroup,http://data.europa.eu/esco/skill/8f18f987-33e2-4228-9efb-65de25d03330,sociale interactie,sociale omgang,,,2017-02-15T15:04:28Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Vermogen om doeltreffend en op doelgerichte wijze om te gaan met andere mensen die men bij het werk of de studie ontmoet, bijvoorbeeld met medewerkers, collega’s, klanten, opdrachtgevers en patiënten.",
SkillGroup,http://data.europa.eu/esco/skill/A,attitudes en waarden,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A
SkillGroup,http://data.europa.eu/esco/skill/A1,attitudes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1
SkillGroup,http://data.europa.eu/esco/skill/A1.0,attitudes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.0
SkillGroup,http://data.europa.eu/esco/skill/A1.0.0,standpunten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.0.0
SkillGroup,http://data.europa.eu/esco/skill/A1.1,zich aan verandering aanpassen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.1
SkillGroup,http://data.europa.eu/esco/skill/A1.1.0,zich aan verandering aanpassen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.1.0
SkillGroup,http://data.europa.eu/esco/skill/A1.10,omgaan met frustratie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.10
SkillGroup,http://data.europa.eu/esco/skill/A1.10.0,omgaan met frustratie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.10.0
SkillGroup,http://data.europa.eu/esco/skill/A1.12,kwaliteit beheren,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.12
SkillGroup,http://data.europa.eu/esco/skill/A1.12.0,kwaliteit beheren,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.12.0
SkillGroup,http://data.europa.eu/esco/skill/A1.12.1,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.12.1
SkillGroup,http://data.europa.eu/esco/skill/A1.12.2,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.12.2
SkillGroup,http://data.europa.eu/esco/skill/A1.12.3,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.12.3
SkillGroup,http://data.europa.eu/esco/skill/A1.13,verbintenissen nakomen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.13
SkillGroup,http://data.europa.eu/esco/skill/A1.13.0,verbintenissen nakomen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.13.0
SkillGroup,http://data.europa.eu/esco/skill/A1.13.1,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.13.1
SkillGroup,http://data.europa.eu/esco/skill/A1.13.2,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.13.2
SkillGroup,http://data.europa.eu/esco/skill/A1.13.3,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.13.3
SkillGroup,http://data.europa.eu/esco/skill/A1.14,doorzetten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.14
SkillGroup,http://data.europa.eu/esco/skill/A1.14.0,doorzetten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.14.0
SkillGroup,http://data.europa.eu/esco/skill/A1.15,efficiënt werken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.15
SkillGroup,http://data.europa.eu/esco/skill/A1.15.0,efficiënt werken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.15.0
SkillGroup,http://data.europa.eu/esco/skill/A1.16,zelfstandig werken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.16
SkillGroup,http://data.europa.eu/esco/skill/A1.16.0,zelfstandig werken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.16.0
SkillGroup,http://data.europa.eu/esco/skill/A1.2,gedetailleerd werken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.2
SkillGroup,http://data.europa.eu/esco/skill/A1.2.0,gedetailleerd werken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.2.0
SkillGroup,http://data.europa.eu/esco/skill/A1.3,aandacht hebben voor hygiëne,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.3
SkillGroup,http://data.europa.eu/esco/skill/A1.3.0,aandacht hebben voor hygiëne,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.3.0
SkillGroup,http://data.europa.eu/esco/skill/A1.4,druk aankunnen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.4
SkillGroup,http://data.europa.eu/esco/skill/A1.4.0,druk aankunnen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.4.0
SkillGroup,http://data.europa.eu/esco/skill/A1.5,omgaan met onzekerheid,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.5
SkillGroup,http://data.europa.eu/esco/skill/A1.5.0,omgaan met onzekerheid,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.5.0
SkillGroup,http://data.europa.eu/esco/skill/A1.6,nieuwsgierigheid tonen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.6
SkillGroup,http://data.europa.eu/esco/skill/A1.6.0,nieuwsgierigheid tonen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.6.0
SkillGroup,http://data.europa.eu/esco/skill/A1.7,enthousiasme tonen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.7
SkillGroup,http://data.europa.eu/esco/skill/A1.7.0,enthousiasme tonen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.7.0
SkillGroup,http://data.europa.eu/esco/skill/A1.8,bereidheid tonen om te leren,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.8
SkillGroup,http://data.europa.eu/esco/skill/A1.8.0,bereidheid tonen om te leren,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.8.0
SkillGroup,http://data.europa.eu/esco/skill/A1.9,moeite doen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.9
SkillGroup,http://data.europa.eu/esco/skill/A1.9.0,moeite doen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.9.0
SkillGroup,http://data.europa.eu/esco/skill/A2,waarden,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2
SkillGroup,http://data.europa.eu/esco/skill/A2.0,waarden,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.0
SkillGroup,http://data.europa.eu/esco/skill/A2.0.0,waarden,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.0.0
SkillGroup,http://data.europa.eu/esco/skill/A2.1,rekening houden met anderen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.1
SkillGroup,http://data.europa.eu/esco/skill/A2.1.0,rekening houden met anderen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.1.0
SkillGroup,http://data.europa.eu/esco/skill/A2.2,goede manieren tonen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.2
SkillGroup,http://data.europa.eu/esco/skill/A2.2.0,goede manieren tonen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.2.0
SkillGroup,http://data.europa.eu/esco/skill/A2.3,ethische gedragscode volgen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.3
SkillGroup,http://data.europa.eu/esco/skill/A2.3.0,ethische gedragscode volgen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.3.0
SkillGroup,http://data.europa.eu/esco/skill/K,kennis,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,K
SkillGroup,http://data.europa.eu/esco/skill/L,taalvaardigheden en taalkennis,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,L
SkillGroup,http://data.europa.eu/esco/skill/L1,Talen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,L1
SkillGroup,http://data.europa.eu/esco/skill/L2,Klassieke talen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,L2
SkillGroup,http://data.europa.eu/esco/skill/S,vaardigheden,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S
SkillGroup,http://data.europa.eu/esco/skill/S1,"communicatie, samenwerking en creativiteit",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1
SkillGroup,http://data.europa.eu/esco/skill/S1.0,"communicatie, samenwerking en creativiteit",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.0
SkillGroup,http://data.europa.eu/esco/skill/S1.0.0,"communicatie, samenwerking en creativiteit",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.0.0
SkillGroup,http://data.europa.eu/esco/skill/S1.1,onderhandelen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.1
SkillGroup,http://data.europa.eu/esco/skill/S1.1.0,onderhandelen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.1.0
SkillGroup,http://data.europa.eu/esco/skill/S1.1.1,onderhandelen over en beheren van contracten en overeenkomsten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.1.1
SkillGroup,http://data.europa.eu/esco/skill/S1.1.2,bemiddelen en oplossen van geschillen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.1.2
SkillGroup,http://data.europa.eu/esco/skill/S1.1.3,reageren op klachten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.1.3
SkillGroup,http://data.europa.eu/esco/skill/S1.11,ontwerpen van systemen en producten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11
SkillGroup,http://data.europa.eu/esco/skill/S1.11.0,ontwerpen van systemen en producten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11.0
SkillGroup,http://data.europa.eu/esco/skill/S1.11.1,ontwerpen van ict-systemen en -applicaties,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11.1
SkillGroup,http://data.europa.eu/esco/skill/S1.11.2,ontwerpen van elektrische of elektronische systemen en apparatuur,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.2
SkillGroup,http://data.europa.eu/esco/skill/S1.11.3,ontwikkelen van recepten en menu’s,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11.3
SkillGroup,http://data.europa.eu/esco/skill/S1.11.4,ontwerpen van structuren en faciliteiten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.4
SkillGroup,http://data.europa.eu/esco/skill/S1.11.5,"ontwerpen van industriële materialen, systemen en producten",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.5
SkillGroup,http://data.europa.eu/esco/skill/S1.12,"creëren van artistieke, visuele of leerzame materialen",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.12
SkillGroup,http://data.europa.eu/esco/skill/S1.12.0,"creëren van artistieke, visuele of leerzame materialen",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.12.0
SkillGroup,http://data.europa.eu/esco/skill/S1.12.1,creëren van visuele displays en decoraties,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.1
SkillGroup,http://data.europa.eu/esco/skill/S1.12.2,ontwerpen van leerzaam materiaal en promotiemateriaal,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.2
SkillGroup,http://data.europa.eu/esco/skill/S1.12.3,creëren van artistieke ontwerpen en uitvoeringen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.3
SkillGroup,http://data.europa.eu/esco/skill/S1.13,schrijven en samenstellen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13
SkillGroup,http://data.europa.eu/esco/skill/S1.13.0,schrijven en samenstellen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13.0
SkillGroup,http://data.europa.eu/esco/skill/S1.13.1,componeren van muziek,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.13.1
SkillGroup,http://data.europa.eu/esco/skill/S1.13.2,artistiek en creatief schrijven,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13.2
SkillGroup,http://data.europa.eu/esco/skill/S1.13.3,technisch of academisch schrijven,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13.3
SkillGroup,http://data.europa.eu/esco/skill/S1.14,optreden en vermaken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14
SkillGroup,http://data.europa.eu/esco/skill/S1.14.0,optreden en vermaken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14.0
SkillGroup,http://data.europa.eu/esco/skill/S1.14.1,beoefenen van sport,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.1
SkillGroup,http://data.europa.eu/esco/skill/S1.14.2,uitvoeren van artistieke en culturele activiteiten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.2
SkillGroup,http://data.europa.eu/esco/skill/S1.14.3,uitvoeren van spelactiviteiten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14.3
SkillGroup,http://data.europa.eu/esco/skill/S1.15,gebruikmaken van meer dan één taal,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15
SkillGroup,http://data.europa.eu/esco/skill/S1.15.0,gebruikmaken van meer dan één taal,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.15.0
SkillGroup,http://data.europa.eu/esco/skill/S1.15.1,gebruikmaken van vreemde talen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15.1
SkillGroup,http://data.europa.eu/esco/skill/S1.15.2,vertalen en tolken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.15.2
SkillGroup,http://data.europa.eu/esco/skill/S1.2,contacten onderhouden en netwerken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.2
SkillGroup,http://data.europa.eu/esco/skill/S1.2.0,contacten onderhouden en netwerken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.0
SkillGroup,http://data.europa.eu/esco/skill/S1.2.1,coördineren van werkzaamheden met anderen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.1
SkillGroup,http://data.europa.eu/esco/skill/S1.2.3,ontwikkelen van professionele relaties en netwerken,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.3
SkillGroup,http://data.europa.eu/esco/skill/S1.2.4,behartigen van individuele en gemeenschapsbelangen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.4
SkillGroup,http://data.europa.eu/esco/skill/S1.3,onderwijzen en opleiden,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3
